Unnamed: 0;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;ESCALA_MOEDA;DT_INI_EXERC;DT_FIM_EXERC;CD_CONTA;DS_CONTA;VL_CONTA;ST_CONTA_FIXA
32137;2018-09-30;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2018-07-01;2018-09-30;3.11;Lucro/Prejuízo Consolidado do Período;267719.0;S
32140;2018-09-30;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2018-01-01;2018-09-30;3.11.01;Atribuído a Sócios da Empresa Controladora;744247.0;S
32141;2018-09-30;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2018-07-01;2018-09-30;3.11.01;Atribuído a Sócios da Empresa Controladora;267719.0;S
32144;2018-09-30;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2018-01-01;2018-09-30;3.11.02;Atribuído a Sócios Não Controladores;0.0;S
32145;2018-09-30;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2018-07-01;2018-09-30;3.11.02;Atribuído a Sócios Não Controladores;0.0;S
32148;2018-09-30;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2018-01-01;2018-09-30;3.99;Lucro por Ação - (Reais / Ação);0.0;N
32149;2018-09-30;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2018-07-01;2018-09-30;3.99;Lucro por Ação - (Reais / Ação);0.0;N
32152;2018-09-30;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2018-01-01;2018-09-30;3.99.01;Lucro Básico por Ação;0.0;N
32153;2018-09-30;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2018-07-01;2018-09-30;3.99.01;Lucro Básico por Ação;0.0;N
32156;2018-09-30;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2018-01-01;2018-09-30;3.99.01.01;ON;0.7201256705;N
32157;2018-09-30;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2018-07-01;2018-09-30;3.99.01.01;ON;0.259042125;N
32160;2018-09-30;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2018-01-01;2018-09-30;3.99.01.02;PN;0.7201256705;N
32161;2018-09-30;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2018-07-01;2018-09-30;3.99.01.02;PN;0.259042125;N
32164;2018-09-30;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2018-01-01;2018-09-30;3.99.02;Lucro Diluído por Ação;0.0;N
32165;2018-09-30;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2018-07-01;2018-09-30;3.99.02;Lucro Diluído por Ação;0.0;N
32168;2018-09-30;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2018-01-01;2018-09-30;3.99.02.01;ON;0.7201256705;N
32169;2018-09-30;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2018-07-01;2018-09-30;3.99.02.01;ON;0.259042125;N
32172;2018-09-30;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2018-01-01;2018-09-30;3.99.02.02;PN;0.7201256705;N
32173;2018-09-30;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2018-07-01;2018-09-30;3.99.02.02;PN;0.259042125;N
35137;2018-03-31;3;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-01-01;2018-03-31;3.01;Receita de Venda de Bens e/ou Serviços;365505.0;S
35139;2018-03-31;3;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-01-01;2018-03-31;3.02;Custo dos Bens e/ou Serviços Vendidos;-122118.0;S
35141;2018-03-31;3;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-01-01;2018-03-31;3.02.01;Energia Comprada para Revenda;-16878.0;N
35143;2018-03-31;3;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-01-01;2018-03-31;3.02.02;Encargos do Uso da Rede Elétrica - CUST;-7077.0;N
35145;2018-03-31;3;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-01-01;2018-03-31;3.02.03;Compensação Financeira pela Utilização de Recursos Hídricos - CFURH;-1993.0;N
35147;2018-03-31;3;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-01-01;2018-03-31;3.02.04;Taxa de Fiscalização de Serviços de Energia Elétrica - TFSEE;0.0;N
35149;2018-03-31;3;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-01-01;2018-03-31;3.02.05;Custo dos Serviços Prestados;-53617.0;N
35151;2018-03-31;3;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-01-01;2018-03-31;3.02.06;Custo de Infraestrutura;-19370.0;N
35153;2018-03-31;3;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-01-01;2018-03-31;3.02.07;Depreciação e Amortização;-23183.0;N
35155;2018-03-31;3;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-01-01;2018-03-31;3.03;Resultado Bruto;243387.0;S
35157;2018-03-31;3;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-01-01;2018-03-31;3.04;Despesas/Receitas Operacionais;-9660.0;S
35159;2018-03-31;3;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-01-01;2018-03-31;3.04.01;Despesas com Vendas;0.0;S
35161;2018-03-31;3;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-01-01;2018-03-31;3.04.02;Despesas Gerais e Administrativas;-20248.0;S
35163;2018-03-31;3;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-01-01;2018-03-31;3.04.02.01;Outras Despesas Gerais e Administrativas;-20248.0;N
35165;2018-03-31;3;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-01-01;2018-03-31;3.04.03;Perdas pela Não Recuperabilidade de Ativos;0.0;S
35167;2018-03-31;3;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-01-01;2018-03-31;3.04.04;Outras Receitas Operacionais;134.0;S
35169;2018-03-31;3;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-01-01;2018-03-31;3.04.05;Outras Despesas Operacionais;-256.0;S
35171;2018-03-31;3;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-01-01;2018-03-31;3.04.06;Resultado de Equivalência Patrimonial;10710.0;S
35173;2018-03-31;3;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-01-01;2018-03-31;3.05;Resultado Antes do Resultado Financeiro e dos Tributos;233727.0;S
35175;2018-03-31;3;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-01-01;2018-03-31;3.06;Resultado Financeiro;-62167.0;S
35177;2018-03-31;3;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-01-01;2018-03-31;3.06.01;Receitas Financeiras;21973.0;S
35179;2018-03-31;3;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-01-01;2018-03-31;3.06.02;Despesas Financeiras;-84140.0;S
35181;2018-03-31;3;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-01-01;2018-03-31;3.07;Resultado Antes dos Tributos sobre o Lucro;171560.0;S
35183;2018-03-31;3;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-01-01;2018-03-31;3.08;Imposto de Renda e Contribuição Social sobre o Lucro;-42131.0;S
35185;2018-03-31;3;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-01-01;2018-03-31;3.08.01;Corrente;-27576.0;S
35187;2018-03-31;3;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-01-01;2018-03-31;3.08.02;Diferido;-14555.0;S
35189;2018-03-31;3;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-01-01;2018-03-31;3.09;Resultado Líquido das Operações Continuadas;129429.0;S
35191;2018-03-31;3;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-01-01;2018-03-31;3.10;Resultado Líquido de Operações Descontinuadas;0.0;S
35193;2018-03-31;3;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-01-01;2018-03-31;3.10.01;Lucro/Prejuízo Líquido das Operações Descontinuadas;0.0;S
35195;2018-03-31;3;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-01-01;2018-03-31;3.10.02;Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas;0.0;S
35197;2018-03-31;3;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-01-01;2018-03-31;3.11;Lucro/Prejuízo Consolidado do Período;129429.0;S
35199;2018-03-31;3;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-01-01;2018-03-31;3.11.01;Atribuído a Sócios da Empresa Controladora;58939.0;S
35201;2018-03-31;3;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-01-01;2018-03-31;3.11.02;Atribuído a Sócios Não Controladores;70490.0;S
35203;2018-03-31;3;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-01-01;2018-03-31;3.99;Lucro por Ação - (Reais / Ação);0.0;N
35205;2018-03-31;3;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-01-01;2018-03-31;3.99.01;Lucro Básico por Ação;0.0;N
35207;2018-03-31;3;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-01-01;2018-03-31;3.99.01.01;ON;0.0;N
35209;2018-03-31;3;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-01-01;2018-03-31;3.99.02;Lucro Diluído por Ação;0.0;N
35211;2018-03-31;3;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-01-01;2018-03-31;3.99.02.01;PN;0.0;N
35214;2018-06-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-01-01;2018-06-30;3.01;Receita de Venda de Bens e/ou Serviços;879026.0;S
35215;2018-06-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-04-01;2018-06-30;3.01;Receita de Venda de Bens e/ou Serviços;513521.0;S
35218;2018-06-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-01-01;2018-06-30;3.02;Custo dos Bens e/ou Serviços Vendidos;-248796.0;S
35219;2018-06-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-04-01;2018-06-30;3.02;Custo dos Bens e/ou Serviços Vendidos;-126678.0;S
35222;2018-06-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-01-01;2018-06-30;3.02.01;Energia Comprada para Revenda;-43199.0;N
35223;2018-06-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-04-01;2018-06-30;3.02.01;Energia Comprada para Revenda;-26321.0;N
35226;2018-06-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-01-01;2018-06-30;3.02.02;Encargos do Uso da Rede Eletrica CUST;-14183.0;N
35227;2018-06-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-04-01;2018-06-30;3.02.02;Encargos do Uso da Rede Eletrica CUST;-7106.0;N
35230;2018-06-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-01-01;2018-06-30;3.02.03;Compensação Financeira pela Utilização de Recursos Hidricos;-6383.0;N
35231;2018-06-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-04-01;2018-06-30;3.02.03;Compensação Financeira pela Utilização de Recursos Hidricos;-4390.0;N
35234;2018-06-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-01-01;2018-06-30;3.02.04;Taxa de Fiscalização de Serviços de Energia Eletrica TFSEE;0.0;N
35235;2018-06-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-04-01;2018-06-30;3.02.04;Taxa de Fiscalização de Serviços de Energia Eletrica TFSEE;0.0;N
35238;2018-06-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-01-01;2018-06-30;3.02.05;Custo dos Serviços Prestados;-86250.0;N
35239;2018-06-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-04-01;2018-06-30;3.02.05;Custo dos Serviços Prestados;-32633.0;N
35242;2018-06-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-01-01;2018-06-30;3.02.06;Custo de Infraestrutura;-52437.0;N
35243;2018-06-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-04-01;2018-06-30;3.02.06;Custo de Infraestrutura;-33067.0;N
35246;2018-06-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-01-01;2018-06-30;3.02.07;Depreciação e Amortização;-46344.0;N
35247;2018-06-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-04-01;2018-06-30;3.02.07;Depreciação e Amortização;-23161.0;N
35250;2018-06-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-01-01;2018-06-30;3.03;Resultado Bruto;630230.0;S
35251;2018-06-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-04-01;2018-06-30;3.03;Resultado Bruto;386843.0;S
35254;2018-06-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-01-01;2018-06-30;3.04;Despesas/Receitas Operacionais;-24533.0;S
35255;2018-06-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-04-01;2018-06-30;3.04;Despesas/Receitas Operacionais;-14873.0;S
35258;2018-06-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-01-01;2018-06-30;3.04.01;Despesas com Vendas;0.0;S
35259;2018-06-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-04-01;2018-06-30;3.04.01;Despesas com Vendas;0.0;S
35262;2018-06-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-01-01;2018-06-30;3.04.02;Despesas Gerais e Administrativas;-45625.0;S
35263;2018-06-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-04-01;2018-06-30;3.04.02;Despesas Gerais e Administrativas;-25377.0;S
35266;2018-06-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-01-01;2018-06-30;3.04.02.01;Outras Despesas Gerais e Administrativas;-45625.0;N
35267;2018-06-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-04-01;2018-06-30;3.04.02.01;Outras Despesas Gerais e Administrativas;-25377.0;N
35270;2018-06-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-01-01;2018-06-30;3.04.03;Perdas pela Não Recuperabilidade de Ativos;0.0;S
35271;2018-06-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-04-01;2018-06-30;3.04.03;Perdas pela Não Recuperabilidade de Ativos;0.0;S
35274;2018-06-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-01-01;2018-06-30;3.04.04;Outras Receitas Operacionais;5710.0;S
35275;2018-06-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-04-01;2018-06-30;3.04.04;Outras Receitas Operacionais;5576.0;S
35278;2018-06-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-01-01;2018-06-30;3.04.05;Outras Despesas Operacionais;-349.0;S
35279;2018-06-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-04-01;2018-06-30;3.04.05;Outras Despesas Operacionais;-93.0;S
35282;2018-06-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-01-01;2018-06-30;3.04.06;Resultado de Equivalência Patrimonial;15731.0;S
35283;2018-06-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-04-01;2018-06-30;3.04.06;Resultado de Equivalência Patrimonial;5021.0;S
35286;2018-06-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-01-01;2018-06-30;3.05;Resultado Antes do Resultado Financeiro e dos Tributos;605697.0;S
35287;2018-06-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-04-01;2018-06-30;3.05;Resultado Antes do Resultado Financeiro e dos Tributos;371970.0;S
35290;2018-06-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-01-01;2018-06-30;3.06;Resultado Financeiro;-121045.0;S
35291;2018-06-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-04-01;2018-06-30;3.06;Resultado Financeiro;-58878.0;S
35294;2018-06-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-01-01;2018-06-30;3.06.01;Receitas Financeiras;51193.0;S
35295;2018-06-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-04-01;2018-06-30;3.06.01;Receitas Financeiras;29220.0;S
35298;2018-06-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-01-01;2018-06-30;3.06.02;Despesas Financeiras;-172238.0;S
35299;2018-06-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-04-01;2018-06-30;3.06.02;Despesas Financeiras;-88098.0;S
35302;2018-06-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-01-01;2018-06-30;3.07;Resultado Antes dos Tributos sobre o Lucro;484652.0;S
35303;2018-06-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-04-01;2018-06-30;3.07;Resultado Antes dos Tributos sobre o Lucro;313092.0;S
35306;2018-06-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-01-01;2018-06-30;3.08;Imposto de Renda e Contribuição Social sobre o Lucro;-102394.0;S
35307;2018-06-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-04-01;2018-06-30;3.08;Imposto de Renda e Contribuição Social sobre o Lucro;-60263.0;S
35310;2018-06-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-01-01;2018-06-30;3.08.01;Corrente;-55085.0;S
35311;2018-06-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-04-01;2018-06-30;3.08.01;Corrente;-27509.0;S
35314;2018-06-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-01-01;2018-06-30;3.08.02;Diferido;-47309.0;S
35315;2018-06-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-04-01;2018-06-30;3.08.02;Diferido;-32754.0;S
35318;2018-06-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-01-01;2018-06-30;3.09;Resultado Líquido das Operações Continuadas;382258.0;S
35319;2018-06-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-04-01;2018-06-30;3.09;Resultado Líquido das Operações Continuadas;252829.0;S
35322;2018-06-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-01-01;2018-06-30;3.10;Resultado Líquido de Operações Descontinuadas;0.0;S
35323;2018-06-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-04-01;2018-06-30;3.10;Resultado Líquido de Operações Descontinuadas;0.0;S
35326;2018-06-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-01-01;2018-06-30;3.10.01;Lucro/Prejuízo Líquido das Operações Descontinuadas;0.0;S
35327;2018-06-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-04-01;2018-06-30;3.10.01;Lucro/Prejuízo Líquido das Operações Descontinuadas;0.0;S
35330;2018-06-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-01-01;2018-06-30;3.10.02;Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas;0.0;S
35331;2018-06-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-04-01;2018-06-30;3.10.02;Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas;0.0;S
35334;2018-06-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-01-01;2018-06-30;3.11;Lucro/Prejuízo Consolidado do Período;382258.0;S
35335;2018-06-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-04-01;2018-06-30;3.11;Lucro/Prejuízo Consolidado do Período;252829.0;S
35338;2018-06-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-01-01;2018-06-30;3.11.01;Atribuído a Sócios da Empresa Controladora;186366.0;S
35339;2018-06-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-04-01;2018-06-30;3.11.01;Atribuído a Sócios da Empresa Controladora;127427.0;S
35342;2018-06-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-01-01;2018-06-30;3.11.02;Atribuído a Sócios Não Controladores;195892.0;S
35343;2018-06-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-04-01;2018-06-30;3.11.02;Atribuído a Sócios Não Controladores;125402.0;S
35346;2018-06-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-01-01;2018-06-30;3.99;Lucro por Ação - (Reais / Ação);0.0;N
35347;2018-06-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-04-01;2018-06-30;3.99;Lucro por Ação - (Reais / Ação);0.0;N
35350;2018-06-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-01-01;2018-06-30;3.99.01;Lucro Básico por Ação;0.0;N
35351;2018-06-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-04-01;2018-06-30;3.99.01;Lucro Básico por Ação;0.0;N
35354;2018-06-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-01-01;2018-06-30;3.99.02;Lucro Diluído por Ação;0.0;N
35355;2018-06-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-04-01;2018-06-30;3.99.02;Lucro Diluído por Ação;0.0;N
35358;2018-09-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-01-01;2018-09-30;3.01;Receita de Venda de Bens e/ou Serviços;1479794.0;S
35359;2018-09-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-07-01;2018-09-30;3.01;Receita de Venda de Bens e/ou Serviços;600768.0;S
35362;2018-09-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-01-01;2018-09-30;3.02;Custo dos Bens e/ou Serviços Vendidos;-395153.0;S
35363;2018-09-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-07-01;2018-09-30;3.02;Custo dos Bens e/ou Serviços Vendidos;-146357.0;S
35366;2018-09-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-01-01;2018-09-30;3.02.01;Energia Comprada para Revenda;-53845.0;N
35367;2018-09-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-07-01;2018-09-30;3.02.01;Energia Comprada para Revenda;-10646.0;N
35370;2018-09-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-01-01;2018-09-30;3.02.02;Encargos do Uso da Rede Eletrica CUST;-21692.0;N
35371;2018-09-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-07-01;2018-09-30;3.02.02;Encargos do Uso da Rede Eletrica CUST;-7509.0;N
35374;2018-09-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-01-01;2018-09-30;3.02.03;Compensação Financeira pela Utilização de Recursos Hidricos;-8647.0;N
35375;2018-09-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-07-01;2018-09-30;3.02.03;Compensação Financeira pela Utilização de Recursos Hidricos;-2264.0;N
35378;2018-09-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-01-01;2018-09-30;3.02.04;Taxa de Fiscalização de Serviços de Energia Eletrica TFSEE;0.0;N
35379;2018-09-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-07-01;2018-09-30;3.02.04;Taxa de Fiscalização de Serviços de Energia Eletrica TFSEE;0.0;N
35382;2018-09-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-01-01;2018-09-30;3.02.05;Custo dos Serviços Prestados;-119160.0;N
35383;2018-09-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-07-01;2018-09-30;3.02.05;Custo dos Serviços Prestados;-32910.0;N
35386;2018-09-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-01-01;2018-09-30;3.02.06;Custo de Infraestrutura;-120465.0;N
35387;2018-09-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-07-01;2018-09-30;3.02.06;Custo de Infraestrutura;-68028.0;N
35390;2018-09-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-01-01;2018-09-30;3.02.07;Depreciação e Amortização;-71344.0;N
35391;2018-09-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-07-01;2018-09-30;3.02.07;Depreciação e Amortização;-25000.0;N
35394;2018-09-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-01-01;2018-09-30;3.03;Resultado Bruto;1084641.0;S
35395;2018-09-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-07-01;2018-09-30;3.03;Resultado Bruto;454411.0;S
35398;2018-09-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-01-01;2018-09-30;3.04;Despesas/Receitas Operacionais;-34839.0;S
35399;2018-09-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-07-01;2018-09-30;3.04;Despesas/Receitas Operacionais;-10306.0;S
35402;2018-09-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-01-01;2018-09-30;3.04.01;Despesas com Vendas;0.0;S
35403;2018-09-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-07-01;2018-09-30;3.04.01;Despesas com Vendas;0.0;S
35406;2018-09-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-01-01;2018-09-30;3.04.02;Despesas Gerais e Administrativas;-67256.0;S
35407;2018-09-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-07-01;2018-09-30;3.04.02;Despesas Gerais e Administrativas;-21631.0;S
35410;2018-09-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-01-01;2018-09-30;3.04.02.01;Outras Despesas Gerais e Administrativas;-67256.0;N
35411;2018-09-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-07-01;2018-09-30;3.04.02.01;Outras Despesas Gerais e Administrativas;-21631.0;N
35414;2018-09-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-01-01;2018-09-30;3.04.03;Perdas pela Não Recuperabilidade de Ativos;0.0;S
35415;2018-09-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-07-01;2018-09-30;3.04.03;Perdas pela Não Recuperabilidade de Ativos;0.0;S
35418;2018-09-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-01-01;2018-09-30;3.04.04;Outras Receitas Operacionais;7798.0;S
35419;2018-09-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-07-01;2018-09-30;3.04.04;Outras Receitas Operacionais;2088.0;S
35422;2018-09-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-01-01;2018-09-30;3.04.05;Outras Despesas Operacionais;-1760.0;S
35423;2018-09-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-07-01;2018-09-30;3.04.05;Outras Despesas Operacionais;-1411.0;S
35426;2018-09-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-01-01;2018-09-30;3.04.06;Resultado de Equivalência Patrimonial;26379.0;S
35427;2018-09-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-07-01;2018-09-30;3.04.06;Resultado de Equivalência Patrimonial;10648.0;S
35430;2018-09-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-01-01;2018-09-30;3.05;Resultado Antes do Resultado Financeiro e dos Tributos;1049802.0;S
35431;2018-09-30;2;ALUPAR INVESTIMENTO S/A;21490;MIL;2018-07-01;2018-09-30;3.05;Resultado Antes do Resultado Financeiro e dos Tributos;444105.0;S
