Unnamed: 0;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;ESCALA_MOEDA;DT_INI_EXERC;DT_FIM_EXERC;CD_CONTA;DS_CONTA;VL_CONTA;ST_CONTA_FIXA
33909;2015-06-30;2;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2015-04-01;2015-06-30;3.11;Lucro/Prejuízo Consolidado do Período;240521.0;S
33912;2015-06-30;2;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2015-01-01;2015-06-30;3.11.01;Atribuído a Sócios da Empresa Controladora;442454.0;S
33913;2015-06-30;2;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2015-04-01;2015-06-30;3.11.01;Atribuído a Sócios da Empresa Controladora;240521.0;S
33916;2015-06-30;2;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2015-01-01;2015-06-30;3.11.02;Atribuído a Sócios Não Controladores;0.0;S
33917;2015-06-30;2;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2015-04-01;2015-06-30;3.11.02;Atribuído a Sócios Não Controladores;0.0;S
33920;2015-06-30;2;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2015-01-01;2015-06-30;3.99;Lucro por Ação - (Reais / Ação);0.0;N
33921;2015-06-30;2;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2015-04-01;2015-06-30;3.99;Lucro por Ação - (Reais / Ação);0.0;N
33924;2015-06-30;2;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2015-01-01;2015-06-30;3.99.01;Lucro Básico por Ação;0.0;N
33925;2015-06-30;2;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2015-04-01;2015-06-30;3.99.01;Lucro Básico por Ação;0.0;N
33928;2015-06-30;2;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2015-01-01;2015-06-30;3.99.01.01;ON;0.42811;N
33929;2015-06-30;2;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2015-04-01;2015-06-30;3.99.01.01;ON;0.23273;N
33932;2015-06-30;2;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2015-01-01;2015-06-30;3.99.01.02;PN;0.42811;N
33933;2015-06-30;2;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2015-04-01;2015-06-30;3.99.01.02;PN;0.23273;N
33936;2015-06-30;2;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2015-01-01;2015-06-30;3.99.02;Lucro Diluído por Ação;0.0;N
33937;2015-06-30;2;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2015-04-01;2015-06-30;3.99.02;Lucro Diluído por Ação;0.0;N
33940;2015-06-30;2;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2015-01-01;2015-06-30;3.99.02.01;ON;0.42811;N
33941;2015-06-30;2;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2015-04-01;2015-06-30;3.99.02.01;ON;0.23273;N
33944;2015-06-30;2;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2015-01-01;2015-06-30;3.99.02.02;PN;0.42811;N
33945;2015-06-30;2;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2015-04-01;2015-06-30;3.99.02.02;PN;0.23273;N
33948;2015-09-30;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2015-01-01;2015-09-30;3.01;Receita de Venda de Bens e/ou Serviços;1082955.0;S
33949;2015-09-30;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2015-07-01;2015-09-30;3.01;Receita de Venda de Bens e/ou Serviços;348237.0;S
33952;2015-09-30;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2015-01-01;2015-09-30;3.02;Custo dos Bens e/ou Serviços Vendidos;-84730.0;S
33953;2015-09-30;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2015-07-01;2015-09-30;3.02;Custo dos Bens e/ou Serviços Vendidos;-37245.0;S
33956;2015-09-30;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2015-01-01;2015-09-30;3.02.01;Pessoal e Administradores;-23449.0;N
33957;2015-09-30;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2015-07-01;2015-09-30;3.02.01;Pessoal e Administradores;-8119.0;N
33960;2015-09-30;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2015-01-01;2015-09-30;3.02.02;Material;-38982.0;N
33961;2015-09-30;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2015-07-01;2015-09-30;3.02.02;Material;-22305.0;N
33964;2015-09-30;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2015-01-01;2015-09-30;3.02.03;Serviços de Terceiros;-17783.0;N
33965;2015-09-30;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2015-07-01;2015-09-30;3.02.03;Serviços de Terceiros;-6696.0;N
33968;2015-09-30;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2015-01-01;2015-09-30;3.02.04;Depreciação e Amortização;-513.0;N
33969;2015-09-30;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2015-07-01;2015-09-30;3.02.04;Depreciação e Amortização;-171.0;N
33972;2015-09-30;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2015-01-01;2015-09-30;3.02.05;Outros Custos;-4003.0;N
33973;2015-09-30;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2015-07-01;2015-09-30;3.02.05;Outros Custos;46.0;N
33976;2015-09-30;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2015-01-01;2015-09-30;3.03;Resultado Bruto;998225.0;S
33977;2015-09-30;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2015-07-01;2015-09-30;3.03;Resultado Bruto;310992.0;S
33980;2015-09-30;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2015-01-01;2015-09-30;3.04;Despesas/Receitas Operacionais;72704.0;S
33981;2015-09-30;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2015-07-01;2015-09-30;3.04;Despesas/Receitas Operacionais;1594.0;S
33984;2015-09-30;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2015-01-01;2015-09-30;3.04.01;Despesas com Vendas;0.0;S
33985;2015-09-30;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2015-07-01;2015-09-30;3.04.01;Despesas com Vendas;0.0;S
33988;2015-09-30;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2015-01-01;2015-09-30;3.04.02;Despesas Gerais e Administrativas;-73511.0;S
33989;2015-09-30;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2015-07-01;2015-09-30;3.04.02;Despesas Gerais e Administrativas;-26369.0;S
33992;2015-09-30;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2015-01-01;2015-09-30;3.04.02.01;Pessoal e Administradores;-50324.0;N
33993;2015-09-30;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2015-07-01;2015-09-30;3.04.02.01;Pessoal e Administradores;-17672.0;N
33996;2015-09-30;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2015-01-01;2015-09-30;3.04.02.02;Serviços de Terceiros;-13434.0;N
33997;2015-09-30;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2015-07-01;2015-09-30;3.04.02.02;Serviços de Terceiros;-5036.0;N
34000;2015-09-30;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2015-01-01;2015-09-30;3.04.02.03;Depreciação e Amortização;-709.0;N
34001;2015-09-30;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2015-07-01;2015-09-30;3.04.02.03;Depreciação e Amortização;-257.0;N
34004;2015-09-30;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2015-01-01;2015-09-30;3.04.02.04;Outras Receitas (Despesas) Operacionais, Líquidas;-9044.0;N
34005;2015-09-30;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2015-07-01;2015-09-30;3.04.02.04;Outras Receitas (Despesas) Operacionais, Líquidas;-3404.0;N
34008;2015-09-30;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2015-01-01;2015-09-30;3.04.03;Perdas pela Não Recuperabilidade de Ativos;0.0;S
34009;2015-09-30;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2015-07-01;2015-09-30;3.04.03;Perdas pela Não Recuperabilidade de Ativos;0.0;S
34012;2015-09-30;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2015-01-01;2015-09-30;3.04.04;Outras Receitas Operacionais;0.0;S
34013;2015-09-30;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2015-07-01;2015-09-30;3.04.04;Outras Receitas Operacionais;0.0;S
34016;2015-09-30;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2015-01-01;2015-09-30;3.04.04.01;Ganho na remensuração na aquisição do controle da UNISA;0.0;N
34017;2015-09-30;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2015-07-01;2015-09-30;3.04.04.01;Ganho na remensuração na aquisição do controle da UNISA;0.0;N
34020;2015-09-30;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2015-01-01;2015-09-30;3.04.05;Outras Despesas Operacionais;0.0;S
34021;2015-09-30;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2015-07-01;2015-09-30;3.04.05;Outras Despesas Operacionais;0.0;S
34024;2015-09-30;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2015-01-01;2015-09-30;3.04.06;Resultado de Equivalência Patrimonial;146215.0;S
34025;2015-09-30;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2015-07-01;2015-09-30;3.04.06;Resultado de Equivalência Patrimonial;27963.0;S
34028;2015-09-30;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2015-01-01;2015-09-30;3.05;Resultado Antes do Resultado Financeiro e dos Tributos;1070929.0;S
34029;2015-09-30;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2015-07-01;2015-09-30;3.05;Resultado Antes do Resultado Financeiro e dos Tributos;312586.0;S
34032;2015-09-30;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2015-01-01;2015-09-30;3.06;Resultado Financeiro;-349674.0;S
34033;2015-09-30;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2015-07-01;2015-09-30;3.06;Resultado Financeiro;-96736.0;S
34036;2015-09-30;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2015-01-01;2015-09-30;3.06.01;Receitas Financeiras;46563.0;S
34037;2015-09-30;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2015-07-01;2015-09-30;3.06.01;Receitas Financeiras;20535.0;S
34040;2015-09-30;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2015-01-01;2015-09-30;3.06.02;Despesas Financeiras;-396237.0;S
34041;2015-09-30;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2015-07-01;2015-09-30;3.06.02;Despesas Financeiras;-117271.0;S
34044;2015-09-30;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2015-01-01;2015-09-30;3.07;Resultado Antes dos Tributos sobre o Lucro;721255.0;S
34045;2015-09-30;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2015-07-01;2015-09-30;3.07;Resultado Antes dos Tributos sobre o Lucro;215850.0;S
34048;2015-09-30;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2015-01-01;2015-09-30;3.08;Imposto de Renda e Contribuição Social sobre o Lucro;-119808.0;S
34049;2015-09-30;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2015-07-01;2015-09-30;3.08;Imposto de Renda e Contribuição Social sobre o Lucro;-56857.0;S
34052;2015-09-30;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2015-01-01;2015-09-30;3.08.01;Corrente;17686.0;S
34053;2015-09-30;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2015-07-01;2015-09-30;3.08.01;Corrente;31350.0;S
34056;2015-09-30;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2015-01-01;2015-09-30;3.08.02;Diferido;-137494.0;S
34057;2015-09-30;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2015-07-01;2015-09-30;3.08.02;Diferido;-88207.0;S
34060;2015-09-30;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2015-01-01;2015-09-30;3.09;Resultado Líquido das Operações Continuadas;601447.0;S
34061;2015-09-30;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2015-07-01;2015-09-30;3.09;Resultado Líquido das Operações Continuadas;158993.0;S
34064;2015-09-30;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2015-01-01;2015-09-30;3.10;Resultado Líquido de Operações Descontinuadas;0.0;S
34065;2015-09-30;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2015-07-01;2015-09-30;3.10;Resultado Líquido de Operações Descontinuadas;0.0;S
34068;2015-09-30;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2015-01-01;2015-09-30;3.10.01;Lucro/Prejuízo Líquido das Operações Descontinuadas;0.0;S
34069;2015-09-30;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2015-07-01;2015-09-30;3.10.01;Lucro/Prejuízo Líquido das Operações Descontinuadas;0.0;S
34072;2015-09-30;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2015-01-01;2015-09-30;3.10.02;Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas;0.0;S
34073;2015-09-30;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2015-07-01;2015-09-30;3.10.02;Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas;0.0;S
34076;2015-09-30;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2015-01-01;2015-09-30;3.11;Lucro/Prejuízo Consolidado do Período;601447.0;S
34077;2015-09-30;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2015-07-01;2015-09-30;3.11;Lucro/Prejuízo Consolidado do Período;158993.0;S
34080;2015-09-30;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2015-01-01;2015-09-30;3.11.01;Atribuído a Sócios da Empresa Controladora;601447.0;S
34081;2015-09-30;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2015-07-01;2015-09-30;3.11.01;Atribuído a Sócios da Empresa Controladora;158993.0;S
34084;2015-09-30;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2015-01-01;2015-09-30;3.11.02;Atribuído a Sócios Não Controladores;0.0;S
34085;2015-09-30;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2015-07-01;2015-09-30;3.11.02;Atribuído a Sócios Não Controladores;0.0;S
34088;2015-09-30;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2015-01-01;2015-09-30;3.99;Lucro por Ação - (Reais / Ação);0.0;N
34089;2015-09-30;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2015-07-01;2015-09-30;3.99;Lucro por Ação - (Reais / Ação);0.0;N
34092;2015-09-30;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2015-01-01;2015-09-30;3.99.01;Lucro Básico por Ação;0.0;N
34093;2015-09-30;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2015-07-01;2015-09-30;3.99.01;Lucro Básico por Ação;0.0;N
34096;2015-09-30;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2015-01-01;2015-09-30;3.99.01.01;ON;0.58195;N
34097;2015-09-30;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2015-07-01;2015-09-30;3.99.01.01;ON;0.15384;N
34100;2015-09-30;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2015-01-01;2015-09-30;3.99.01.02;PN;0.58195;N
34101;2015-09-30;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2015-07-01;2015-09-30;3.99.01.02;PN;0.15384;N
34104;2015-09-30;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2015-01-01;2015-09-30;3.99.02;Lucro Diluído por Ação;0.0;N
34105;2015-09-30;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2015-07-01;2015-09-30;3.99.02;Lucro Diluído por Ação;0.0;N
34108;2015-09-30;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2015-01-01;2015-09-30;3.99.02.01;ON;0.58195;N
34109;2015-09-30;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2015-07-01;2015-09-30;3.99.02.01;ON;0.15384;N
34112;2015-09-30;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2015-01-01;2015-09-30;3.99.02.02;PN;0.58195;N
34113;2015-09-30;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;20257;MIL;2015-07-01;2015-09-30;3.99.02.02;PN;0.15384;N
37065;2015-03-31;1;ALUPAR INVESTIMENTO S/A;21490;MIL;2015-01-01;2015-03-31;3.01;Receita de Venda de Bens e/ou Serviços;377420.0;S
37067;2015-03-31;1;ALUPAR INVESTIMENTO S/A;21490;MIL;2015-01-01;2015-03-31;3.02;Custo dos Bens e/ou Serviços Vendidos;-65289.0;S
37069;2015-03-31;1;ALUPAR INVESTIMENTO S/A;21490;MIL;2015-01-01;2015-03-31;3.02.01;Energia Comprada para Revenda;-33.0;N
37071;2015-03-31;1;ALUPAR INVESTIMENTO S/A;21490;MIL;2015-01-01;2015-03-31;3.02.02;Encargos do Uso da Rede Elétrica - CUST;-6559.0;N
37073;2015-03-31;1;ALUPAR INVESTIMENTO S/A;21490;MIL;2015-01-01;2015-03-31;3.02.03;Compensação Financeira pela Utilização de Recursos Hídricos - CFURH;-2096.0;N
37075;2015-03-31;1;ALUPAR INVESTIMENTO S/A;21490;MIL;2015-01-01;2015-03-31;3.02.04;Taxa de Fiscalização de Serviços de Energia Elétrica - TFSEE;-1355.0;N
37077;2015-03-31;1;ALUPAR INVESTIMENTO S/A;21490;MIL;2015-01-01;2015-03-31;3.02.05;Custo dos Serviços Prestados;-20319.0;N
37079;2015-03-31;1;ALUPAR INVESTIMENTO S/A;21490;MIL;2015-01-01;2015-03-31;3.02.06;Custo de Infraestrutura;-19846.0;N
37081;2015-03-31;1;ALUPAR INVESTIMENTO S/A;21490;MIL;2015-01-01;2015-03-31;3.02.07;Depreciação e Amortização;-15081.0;N
37083;2015-03-31;1;ALUPAR INVESTIMENTO S/A;21490;MIL;2015-01-01;2015-03-31;3.03;Resultado Bruto;312131.0;S
37085;2015-03-31;1;ALUPAR INVESTIMENTO S/A;21490;MIL;2015-01-01;2015-03-31;3.04;Despesas/Receitas Operacionais;-12294.0;S
37087;2015-03-31;1;ALUPAR INVESTIMENTO S/A;21490;MIL;2015-01-01;2015-03-31;3.04.01;Despesas com Vendas;0.0;S
37089;2015-03-31;1;ALUPAR INVESTIMENTO S/A;21490;MIL;2015-01-01;2015-03-31;3.04.02;Despesas Gerais e Administrativas;-23545.0;S
37091;2015-03-31;1;ALUPAR INVESTIMENTO S/A;21490;MIL;2015-01-01;2015-03-31;3.04.02.01;Outras Despesas Gerais e Administrativas;-23545.0;N
37093;2015-03-31;1;ALUPAR INVESTIMENTO S/A;21490;MIL;2015-01-01;2015-03-31;3.04.03;Perdas pela Não Recuperabilidade de Ativos;0.0;S
37095;2015-03-31;1;ALUPAR INVESTIMENTO S/A;21490;MIL;2015-01-01;2015-03-31;3.04.04;Outras Receitas Operacionais;82.0;S
37097;2015-03-31;1;ALUPAR INVESTIMENTO S/A;21490;MIL;2015-01-01;2015-03-31;3.04.05;Outras Despesas Operacionais;-45.0;S
37099;2015-03-31;1;ALUPAR INVESTIMENTO S/A;21490;MIL;2015-01-01;2015-03-31;3.04.06;Resultado de Equivalência Patrimonial;11214.0;S
37101;2015-03-31;1;ALUPAR INVESTIMENTO S/A;21490;MIL;2015-01-01;2015-03-31;3.05;Resultado Antes do Resultado Financeiro e dos Tributos;299837.0;S
37103;2015-03-31;1;ALUPAR INVESTIMENTO S/A;21490;MIL;2015-01-01;2015-03-31;3.06;Resultado Financeiro;-86858.0;S
37105;2015-03-31;1;ALUPAR INVESTIMENTO S/A;21490;MIL;2015-01-01;2015-03-31;3.06.01;Receitas Financeiras;16739.0;S
37107;2015-03-31;1;ALUPAR INVESTIMENTO S/A;21490;MIL;2015-01-01;2015-03-31;3.06.02;Despesas Financeiras;-103597.0;S
37109;2015-03-31;1;ALUPAR INVESTIMENTO S/A;21490;MIL;2015-01-01;2015-03-31;3.07;Resultado Antes dos Tributos sobre o Lucro;212979.0;S
37111;2015-03-31;1;ALUPAR INVESTIMENTO S/A;21490;MIL;2015-01-01;2015-03-31;3.08;Imposto de Renda e Contribuição Social sobre o Lucro;-34736.0;S
37113;2015-03-31;1;ALUPAR INVESTIMENTO S/A;21490;MIL;2015-01-01;2015-03-31;3.08.01;Corrente;-36230.0;S
37115;2015-03-31;1;ALUPAR INVESTIMENTO S/A;21490;MIL;2015-01-01;2015-03-31;3.08.02;Diferido;1494.0;S
37117;2015-03-31;1;ALUPAR INVESTIMENTO S/A;21490;MIL;2015-01-01;2015-03-31;3.09;Resultado Líquido das Operações Continuadas;178243.0;S
37119;2015-03-31;1;ALUPAR INVESTIMENTO S/A;21490;MIL;2015-01-01;2015-03-31;3.10;Resultado Líquido de Operações Descontinuadas;0.0;S
37121;2015-03-31;1;ALUPAR INVESTIMENTO S/A;21490;MIL;2015-01-01;2015-03-31;3.10.01;Lucro/Prejuízo Líquido das Operações Descontinuadas;0.0;S
37123;2015-03-31;1;ALUPAR INVESTIMENTO S/A;21490;MIL;2015-01-01;2015-03-31;3.10.02;Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas;0.0;S
37125;2015-03-31;1;ALUPAR INVESTIMENTO S/A;21490;MIL;2015-01-01;2015-03-31;3.11;Lucro/Prejuízo Consolidado do Período;178243.0;S
37127;2015-03-31;1;ALUPAR INVESTIMENTO S/A;21490;MIL;2015-01-01;2015-03-31;3.11.01;Atribuído a Sócios da Empresa Controladora;75957.0;S
37129;2015-03-31;1;ALUPAR INVESTIMENTO S/A;21490;MIL;2015-01-01;2015-03-31;3.11.02;Atribuído a Sócios Não Controladores;102286.0;S
37131;2015-03-31;1;ALUPAR INVESTIMENTO S/A;21490;MIL;2015-01-01;2015-03-31;3.99;Lucro por Ação - (Reais / Ação);0.0;N
37133;2015-03-31;1;ALUPAR INVESTIMENTO S/A;21490;MIL;2015-01-01;2015-03-31;3.99.01;Lucro Básico por Ação;0.0;N
37135;2015-03-31;1;ALUPAR INVESTIMENTO S/A;21490;MIL;2015-01-01;2015-03-31;3.99.02;Lucro Diluído por Ação;0.0;N
37138;2015-06-30;1;ALUPAR INVESTIMENTO S/A;21490;MIL;2015-01-01;2015-06-30;3.01;Receita de Venda de Bens e/ou Serviços;740738.0;S
37139;2015-06-30;1;ALUPAR INVESTIMENTO S/A;21490;MIL;2015-04-01;2015-06-30;3.01;Receita de Venda de Bens e/ou Serviços;364673.0;S
37142;2015-06-30;1;ALUPAR INVESTIMENTO S/A;21490;MIL;2015-01-01;2015-06-30;3.02;Custo dos Bens e/ou Serviços Vendidos;-150904.0;S
37143;2015-06-30;1;ALUPAR INVESTIMENTO S/A;21490;MIL;2015-04-01;2015-06-30;3.02;Custo dos Bens e/ou Serviços Vendidos;-86970.0;S
37146;2015-06-30;1;ALUPAR INVESTIMENTO S/A;21490;MIL;2015-01-01;2015-06-30;3.02.01;Energia Comprada para Revenda;-17847.0;N
37147;2015-06-30;1;ALUPAR INVESTIMENTO S/A;21490;MIL;2015-04-01;2015-06-30;3.02.01;Energia Comprada para Revenda;-17814.0;N
37150;2015-06-30;1;ALUPAR INVESTIMENTO S/A;21490;MIL;2015-01-01;2015-06-30;3.02.02;Encargos do Uso da Rede Elétrica - CUST;-13050.0;N
37151;2015-06-30;1;ALUPAR INVESTIMENTO S/A;21490;MIL;2015-04-01;2015-06-30;3.02.02;Encargos do Uso da Rede Elétrica - CUST;-6491.0;N
37154;2015-06-30;1;ALUPAR INVESTIMENTO S/A;21490;MIL;2015-01-01;2015-06-30;3.02.03;Compensação Financeira pela Utilização de Recursos Hídricos - CFURH;-5662.0;N
37155;2015-06-30;1;ALUPAR INVESTIMENTO S/A;21490;MIL;2015-04-01;2015-06-30;3.02.03;Compensação Financeira pela Utilização de Recursos Hídricos - CFURH;-3566.0;N
37158;2015-06-30;1;ALUPAR INVESTIMENTO S/A;21490;MIL;2015-01-01;2015-06-30;3.02.04;Taxa de Fiscalização de Serviços de Energia Elétrica - TFSEE;0.0;N
