DT_FIM_EXERC;3.01;3.02;3.03;3.04;3.05;3.06;3.07;3.08;3.09;3.10;3.11;3.99
2011-03-31;607039.0;-255737.0;351302.0;-42006.0;309296.0;-102965.0;206331.0;-66180.0;140151.0;65693.0;205844.0;0.0
2011-06-30;690735.0;-320119.0;370616.0;-73029.0;297587.0;-53749.0;243838.0;-43333.0;200505.0;0.0;200505.0;0.0
2011-09-30;896533.0;-357914.0;538619.0;-9625.0;528994.0;-40522.0;488472.0;-143609.0;344863.0;0.0;344863.0;0.0
2011-12-31;706498.0;-389639.0;316859.0;-33112.0;283747.0;-3284.0;280463.0;-50722.0;229741.0;-65693.0;164048.0;0.0
2012-03-31;651378.0;-256913.0;394465.0;-51650.0;342815.0;-71019.0;271796.0;-66692.0;205104.0;0.0;205104.0;0.0
2012-06-30;659424.0;-277612.0;381812.0;-46861.0;334951.0;-68183.0;266768.0;-65595.0;201173.0;0.0;201173.0;0.0
2012-09-30;806094.0;-314806.0;491288.0;-39367.0;451921.0;-62879.0;389042.0;-147712.0;241330.0;0.0;241330.0;0.0
2012-12-31;702092.0;-401233.0;300859.0;7582.0;308441.0;-9335.0;299106.0;-103225.0;195881.0;0.0;195881.0;0.0
2013-03-31;200818.0;-142978.0;57840.0;-10198.0;47642.0;39030.0;86672.0;-15650.0;71022.0;0.0;71022.0;0.0
2013-06-30;205340.0;-129493.0;75847.0;-39403.0;36444.0;11890.0;48334.0;-939.0;47395.0;0.0;47395.0;0.0
2013-09-30;288043.0;-149480.0;138563.0;-549725.0;-411162.0;13343.0;-397819.0;152539.0;-245280.0;0.0;-245280.0;0.0
2013-12-31;286967.0;-141983.0;144984.0;-27394.0;117590.0;7955.0;125545.0;33239.0;158784.0;0.0;158784.0;0.0
2014-03-31;225287.0;-104636.0;120651.0;-25175.0;95476.0;9859.0;105335.0;-19793.0;85542.0;0.0;85542.0;0.0
2014-06-30;218374.0;-114016.0;104358.0;5052.0;109410.0;6662.0;116072.0;-25961.0;90111.0;0.0;90111.0;0.0
2014-09-30;353739.0;-138542.0;215197.0;-52819.0;162378.0;-933.0;161445.0;-21272.0;140173.0;0.0;140173.0;0.0
